id_pedido,id_item,descricao,qtd,preco_unitario,preco_baseline
PC000141,2,Frete rodoviário de minério,1,12589.85,11800.89
PC000141,3,Locação de caminhão fora de estrada,1,69085.25,64175.53
PC000141,4,Serviço de movimentação logística interna,5,21969.69,19720.69
PC000141,5,Locação de caminhão fora de estrada,1,68692.38,66060.74
PC000142,1,Bota de segurança com biqueira,191,302.04,291.82
PC000142,2,Luva de raspa de couro,201,237.86,248.12
PC000142,3,Bota de segurança com biqueira,430,256.41,253.16
PC000143,1,Tijolo refratário sílico-aluminoso,111,208.06,192.53
PC000144,1,Cordel detonante 10g/m,231,536.04,505.22
PC000144,2,Booster 450g,364,357.62,352.19
PC000144,3,Booster 450g,346,387.21,365.12
PC000144,4,Espoleta eletrônica,224,641.74,587.95
PC000144,5,Cordel detonante 10g/m,213,610.03,578.59
PC000145,1,Tambor de acionamento,11,5861.76,6607.55
PC000145,2,Rolete de carga,11,5158.17,4617.79
PC000145,3,Tambor de acionamento,9,15463.13,14248.55
PC000145,4,Emenda de correia vulcanizada,9,13812.54,12788.69
PC000145,5,Emenda de correia vulcanizada,11,19729.4,19074.91
PC000146,1,Câmara de ar para pneu OTR,6,39027.11,36040.39
PC000146,2,Pneu OTR 27.00R49,2,63166.92,72258.76
PC000146,3,Protetor de pneu OTR,5,88852.77,80498.55
PC000147,1,Compressor para perfuração,3,143676.62,140258.46
PC000147,2,Punho de perfuração,1,1186419.42,1100864.74
PC000147,3,Haste de perfuração T45,3,803442.05,907064.04
PC000148,1,Eixo principal de britador,1,30755.06,30282.41
PC000148,2,Mandíbula fixa para britador,5,9226.57,8293.55
PC000148,3,Placa de desgaste do britador,3,61514.47,56288.67
PC000148,4,Placa de desgaste do britador,5,34948.53,33508.65
PC000148,5,Eixo principal de britador,6,37527.11,35320.54
PC000149,1,Protetor de pneu OTR,3,42041.09,39137.35
PC000149,2,Câmara de ar para pneu OTR,5,77387.23,77305.56
PC000149,3,Pneu OTR 40.00R57,4,39196.83,35305.05
PC000150,1,Protetor auricular tipo plug,380,115.06,104.73
PC000150,2,Respirador semifacial,273,284.05,282.56
PC000150,3,Bota de segurança com biqueira,108,113.73,117.55
PC000150,4,Luva de raspa de couro,283,9.38,10.51
PC000150,5,Respirador semifacial,452,248.39,242.41
PC000151,1,Selo mecânico para bomba de polpa,2,6575.83,6163.09
PC000152,1,Raspador de correia primário,9,1651.05,1638.62
PC000153,1,Pneu OTR 40.00R57,4,45629.91,45461.78
PC000153,2,Câmara de ar para pneu OTR,5,37064.93,33830.33
PC000153,3,Câmara de ar para pneu OTR,6,31486.01,28373.44
PC000154,1,Manta de revestimento de britador,5,20571.16,18922.75
PC000154,2,Manta de revestimento de britador,7,56034.45,55092.66
PC000155,1,Espoleta eletrônica,246,349.1,391.07
PC000155,2,Espoleta eletrônica,60,142.7,128.08
PC000155,3,Emulsão explosiva bombeada,75,383.51,406.72
PC000155,4,Espoleta eletrônica,109,213.57,198.86
PC000155,5,Espoleta eletrônica,365,371.04,355.49
PC000156,1,Óculos de segurança ampla visão,78,220.61,240.42
PC000156,2,Respirador semifacial,193,276.53,272.97
PC000156,3,Bota de segurança com biqueira,320,31.45,36.04
PC000157,1,Cone de britagem,7,46809.71,47998.41
PC000157,2,Eixo principal de britador,8,39019.95,42003.22
PC000158,1,Cordel detonante 10g/m,360,115.38,109.52
PC000158,2,Booster 450g,299,636.01,569.84
PC000158,3,Espoleta eletrônica,193,36.76,35.77
PC000158,4,Espoleta eletrônica,199,158.9,149.6
PC000158,5,Espoleta eletrônica,208,289.78,288.17
PC000159,1,Capacete de segurança classe B,344,152.27,137.45
PC000159,2,Óculos de segurança ampla visão,274,96.56,94.04
PC000159,3,Bota de segurança com biqueira,190,252.12,287.49
PC000159,4,Capacete de segurança classe B,13,172.17,179.63
PC000160,1,Compressor para perfuração,2,1045631.62,988513.34
PC000160,2,Perfuratriz hidráulica de superfície,2,275435.28,315988.43
PC000161,1,Estopim de segurança,95,140.17,163.86
PC000162,1,Pneu OTR 40.00R57,4,70152.95,80445.77
PC000162,2,Câmara de ar para pneu OTR,5,68921.87,77072.63
PC000162,3,Pneu OTR 27.00R49,2,64603.7,70141.45
PC000162,4,Protetor de pneu OTR,2,44229.21,45231.22
PC000162,5,Pneu OTR 27.00R49,2,53145.15,61596.79
PC000163,1,Eixo principal de britador,7,34244.9,35146.3
PC000163,2,Rolamento de britador,7,21821.9,19933.29
PC000164,1,Óleo de engrenagem ISO 320,70,384.23,442.5
PC000164,2,Óleo hidráulico ISO VG 68,158,810.14,792.17
PC000165,1,Eixo principal de britador,2,16536.94,16048.49
PC000165,2,Rolamento de britador,7,41809.62,37362.85
PC000165,3,Cone de britagem,4,31195.09,29487.86
PC000165,4,Placa de desgaste do britador,8,19823.62,21196.44
PC000166,1,Placa de desgaste do britador,7,52477.57,48876.22
PC000166,2,Mandíbula fixa para britador,1,16368.77,16358.38
PC000166,3,Cone de britagem,3,32870.8,32526.77
PC000167,1,Rolamento de britador,1,61570.43,57177.22
PC000167,2,Cone de britagem,1,20272.38,18488.78
PC000167,3,Manta de revestimento de britador,4,10351.05,9747.69
PC000167,4,Manta de revestimento de britador,3,38522.53,43049.27
PC000168,1,Transformador a seco 500kVA,30,3697.34,4239.43
PC000169,1,Punho de perfuração,2,294543.42,276038.96
PC000170,1,"Válvula gaveta 12""",5,52693.57,49357.95
PC000170,2,Selo mecânico para bomba de polpa,6,71109.01,67383.61
PC000170,3,"Válvula gaveta 12""",1,32589.53,35032.99
PC000170,4,Selo mecânico para bomba de polpa,4,58905.34,56510.89
PC000170,5,"Válvula borboleta 24""",1,46949.04,49805.25
PC000171,1,Rolamento de britador,3,63501.36,57250.14
PC000171,2,Manta de revestimento de britador,4,19111.14,20212.79
PC000171,3,Mandíbula fixa para britador,4,53613.6,51416.9
PC000171,4,Eixo principal de britador,2,60296.03,55849.78
PC000172,1,Estopim de segurança,304,584.6,522.84
PC000172,2,Estopim de segurança,153,249.74,245.95
PC000172,3,Booster 450g,226,310.93,293.25
PC000172,4,Estopim de segurança,361,474.99,468.23
PC000173,1,Eixo principal de britador,5,16756.26,17731.93
PC000173,2,Placa de desgaste do britador,6,27710.89,27028.06
PC000173,3,Eixo principal de britador,6,28443.56,26984.06
PC000173,4,Placa de desgaste do britador,3,64679.04,58922.17
PC000174,1,Locação de caminhão fora de estrada,1,19503.53,17422.15
PC000174,2,Locação de caminhão fora de estrada,5,60878.28,58762.59
PC000174,3,Transporte de equipamento pesado,5,7311.46,7625.91
PC000174,4,Serviço de movimentação logística interna,3,42388.02,40217.0
PC000175,1,Bota de segurança com biqueira,189,311.91,304.64
PC000176,1,Pneu OTR 40.00R57,1,40796.95,45437.11
PC000176,2,Protetor de pneu OTR,2,67367.53,64121.81
PC000176,3,Câmara de ar para pneu OTR,1,22256.46,23696.06
PC000176,4,Protetor de pneu OTR,6,38470.75,37258.01
PC000177,1,Óleo hidráulico ISO VG 68,195,611.5,638.11
PC000177,2,Óleo hidráulico ISO VG 68,29,86.14,80.82
PC000177,3,Óleo de motor 15W40,106,489.51,483.48
PC000178,1,Protetor auricular tipo plug,279,263.45,294.77
PC000178,2,Protetor auricular tipo plug,452,181.92,170.84
PC000179,1,Bomba de polpa 8/6,9,21292.28,23402.14
PC000179,2,Bomba de polpa 8/6,8,23716.13,23281.1
PC000179,3,Bomba centrífuga multiestágio,1,38442.5,37823.85
PC000179,4,"Válvula borboleta 24""",8,40898.93,38619.17
PC000179,5,"Válvula gaveta 12""",5,3226.0,3116.45
PC000180,1,Câmara de ar para pneu OTR,2,37996.35,36934.58
PC000180,2,Pneu OTR 40.00R57,3,66775.69,64688.91
PC000180,3,Protetor de pneu OTR,1,27932.94,31133.32
PC000180,4,Pneu OTR 40.00R57,3,71067.18,68434.03
PC000181,1,Compressor para perfuração,1,172289.19,181020.62
PC000182,1,Cordel detonante 10g/m,38,153.41,168.7
PC000182,2,Emulsão explosiva bombeada,108,501.18,538.67
PC000183,1,Rolete de carga,4,13100.66,12329.61
PC000184,1,Respirador semifacial,256,195.72,226.37
PC000184,2,Capacete de segurança classe B,121,314.8,340.86
PC000184,3,Luva de raspa de couro,95,292.96,279.68
PC000185,1,Perfuratriz hidráulica de superfície,1,665896.65,639909.51
PC000185,2,Perfuratriz hidráulica de superfície,1,435274.67,478179.8
PC000186,1,Rolete de carga,12,6294.05,6034.68
PC000186,2,Tambor de acionamento,5,23806.06,22618.58
PC000186,3,Tambor de acionamento,9,17088.98,17880.39
PC000186,4,Raspador de correia primário,6,16314.98,18711.46
PC000187,1,Raspador de correia primário,11,14808.71,13390.01
PC000188,1,Capacete de segurança classe B,88,195.17,217.66
PC000188,2,Luva de raspa de couro,59,162.9,186.93
PC000188,3,Capacete de segurança classe B,101,281.24,306.73
PC000188,4,Bota de segurança com biqueira,26,219.34,203.29
PC000188,5,Bota de segurança com biqueira,329,231.09,247.85
PC000189,1,Tambor de acionamento,6,15342.89,14613.47
PC000190,1,Rolete de carga,2,3606.91,3878.79
PC000190,2,Raspador de correia primário,9,18862.3,16936.6
PC000190,3,Raspador de correia primário,12,15960.36,14616.33
PC000190,4,Correia transportadora EP630 3 lonas,6,18239.78,17350.58
PC000190,5,Rolete de carga,3,21341.55,20122.85
PC000191,1,Estopim de segurança,221,501.52,461.34
PC000191,2,Espoleta eletrônica,133,302.11,343.13
PC000191,3,Emulsão explosiva bombeada,194,604.97,577.45
PC000192,1,Eixo principal de britador,1,52867.63,48119.2
PC000192,2,Cone de britagem,3,13144.64,12902.93
PC000192,3,Cone de britagem,6,51367.8,54260.52
PC000192,4,Mandíbula fixa para britador,2,38648.11,37665.33
PC000193,1,Compressor para perfuração,3,699342.11,799325.18
PC000194,1,Emenda de correia vulcanizada,12,16863.42,16840.31
PC000194,2,Rolete de carga,1,7881.14,8662.41
PC000195,1,Perfuratriz hidráulica de superfície,2,389513.71,404556.99
PC000195,2,Perfuratriz hidráulica de superfície,2,668248.19,720013.46
PC000196,1,Manta de revestimento de britador,4,39519.75,37180.72
PC000196,2,Eixo principal de britador,2,23640.37,21845.37
PC000196,3,Manta de revestimento de britador,2,14458.69,13851.55
PC000196,4,Manta de revestimento de britador,6,28308.88,25915.3
PC000196,5,Manta de revestimento de britador,6,42168.41,40043.49
PC000197,1,Cone de britagem,1,21004.25,20638.51
PC000198,1,Pneu OTR 40.00R57,5,51065.6,55675.14
PC000198,2,Pneu OTR 27.00R49,6,61766.88,68310.38
PC000199,1,"Bit de perfuração 4 1/2""",2,909401.95,819617.56
PC000200,1,Raspador de correia primário,8,22358.38,21869.16
PC000200,2,Raspador de correia primário,8,14746.17,14676.16
PC000200,3,Tambor de acionamento,5,8961.5,9338.89
PC000201,1,Frete rodoviário de minério,3,77700.5,70779.47
PC000202,1,Concreto refratário denso,138,2585.17,2404.67
PC000202,2,Bloco refratário magnesiano,111,564.95,661.67
PC000202,3,Bloco refratário magnesiano,89,1044.66,1166.99
PC000202,4,Bloco refratário magnesiano,143,1669.53,1735.4
PC000203,1,Cone de britagem,6,50424.08,51655.17
PC000203,2,Placa de desgaste do britador,7,51202.38,57982.2
PC000204,1,Rolamento de britador,4,19400.58,20007.44
PC000204,2,Cone de britagem,3,37036.25,34120.88
PC000204,3,Manta de revestimento de britador,3,53173.94,52310.73
PC000205,1,Inversor de frequência 75kW,25,8014.87,9364.38
PC000205,2,Disjuntor caixa moldada 400A,28,30740.42,27844.26
PC000206,1,Pneu OTR 27.00R49,6,63734.15,59179.28
PC000206,2,Pneu OTR 40.00R57,5,28595.79,25870.77
PC000206,3,Protetor de pneu OTR,5,56993.77,56726.58
PC000206,4,Protetor de pneu OTR,5,74756.68,73091.51
PC000206,5,Pneu OTR 40.00R57,4,84478.93,81676.63
PC000207,1,Transformador a seco 500kVA,24,20454.59,22629.47
PC000208,1,Luva de raspa de couro,138,128.98,118.83
PC000209,1,Estopim de segurança,291,261.61,235.8
PC000209,2,Emulsão explosiva bombeada,347,499.1,519.25
PC000209,3,Espoleta eletrônica,224,215.41,193.14
PC000209,4,Emulsão explosiva bombeada,330,131.88,118.25
PC000210,1,Compressor para perfuração,1,340480.1,322898.71
PC000210,2,"Bit de perfuração 4 1/2""",1,651898.31,753362.55
PC000210,3,Haste de perfuração T45,3,803608.01,784071.68
PC000210,4,Perfuratriz hidráulica de superfície,1,136160.77,141671.61
PC000211,1,Eixo principal de britador,3,46512.66,42948.71
PC000211,2,Mandíbula fixa para britador,3,60764.85,58247.25
PC000212,1,Selo mecânico para bomba de polpa,8,11963.23,11581.84
PC000212,2,Bomba de polpa 8/6,7,40698.24,37913.62
PC000212,3,"Válvula borboleta 24""",10,57887.92,51756.68
PC000213,1,Protetor de pneu OTR,5,62946.04,58509.67
PC000213,2,Pneu OTR 40.00R57,2,76908.92,81623.79
PC000214,1,Perfuratriz hidráulica de superfície,1,488566.84,453847.33
PC000214,2,"Bit de perfuração 4 1/2""",3,267857.9,305329.6
PC000214,3,"Bit de perfuração 4 1/2""",2,634026.44,647492.38
PC000214,4,Haste de perfuração T45,2,583898.21,523575.25
PC000215,1,Massa de socaria refratária,44,1700.79,1597.83
PC000215,2,Bloco refratário magnesiano,123,2153.44,1977.25
PC000215,3,Tijolo refratário sílico-aluminoso,81,1543.57,1447.16
PC000215,4,Massa de socaria refratária,58,1271.8,1477.3
PC000216,1,Câmara de ar para pneu OTR,5,50826.39,46048.77
PC000216,2,Pneu OTR 27.00R49,6,82361.65,79763.0
PC000216,3,Câmara de ar para pneu OTR,4,70774.47,81147.51
PC000216,4,Pneu OTR 27.00R49,2,51976.17,55807.23
PC000216,5,Protetor de pneu OTR,2,84012.11,83761.48
PC000217,1,Bota de segurança com biqueira,83,231.11,271.16
PC000217,2,Óculos de segurança ampla visão,356,338.91,347.51
PC000217,3,Capacete de segurança classe B,375,285.41,303.77
PC000218,1,Bomba centrífuga multiestágio,1,35844.22,41485.29
PC000218,2,"Válvula borboleta 24""",4,14543.94,15496.83
PC000218,3,Selo mecânico para bomba de polpa,2,20175.03,20904.16
PC000219,1,Punho de perfuração,1,234861.65,271827.97
PC000219,2,Perfuratriz hidráulica de superfície,2,118011.35,136813.33
PC000219,3,Punho de perfuração,1,473473.66,509631.6
PC000219,4,"Bit de perfuração 4 1/2""",3,827005.33,785007.17
PC000219,5,Punho de perfuração,2,398583.08,452211.95
PC000220,1,Disjuntor caixa moldada 400A,10,32588.32,30864.61
PC000220,2,Motor elétrico 250cv,8,6844.31,6638.73
PC000220,3,Motor elétrico 250cv,13,8747.75,8414.22
PC000220,4,Inversor de frequência 75kW,15,21276.05,22040.3
PC000221,1,Serviço de solda especializada,3,64869.77,68957.23
PC000222,1,Espoleta eletrônica,365,378.27,359.49
PC000222,2,Estopim de segurança,288,375.17,420.15
PC000223,1,Emenda de correia vulcanizada,2,16672.63,15559.09
PC000223,2,Rolete de carga,6,13258.43,13115.94
PC000223,3,Rolete de carga,10,22727.02,22726.52
PC000223,4,Raspador de correia primário,11,5240.89,5006.59
PC000224,1,Pneu OTR 40.00R57,1,63628.72,59956.34
PC000224,2,Pneu OTR 27.00R49,3,25106.14,22493.56
PC000224,3,Câmara de ar para pneu OTR,6,59089.92,58322.18
PC000225,1,Raspador de correia primário,9,6217.45,6463.58
PC000225,2,Tambor de acionamento,7,19735.52,21318.2
PC000225,3,Rolete de carga,11,3986.27,4450.41
PC000225,4,Rolete de carga,12,24903.31,22294.88
PC000226,1,Compressor para perfuração,3,300012.9,281373.06
PC000226,2,Punho de perfuração,2,430821.43,477944.1
PC000226,3,Compressor para perfuração,2,940773.49,1028420.35
PC000226,4,Compressor para perfuração,3,707433.03,725514.64
PC000227,1,Serviço de manutenção preventiva de britador,1,67104.31,65186.03
PC000227,2,Serviço de manutenção preventiva de britador,3,80346.87,75499.5
PC000227,3,Inspeção preditiva por análise de vibração,4,61154.66,57214.0
PC000227,4,Reforma de redutor industrial,4,47196.8,45585.17
PC000228,1,Óleo de motor 15W40,153,147.22,172.94
PC000228,2,Óleo de engrenagem ISO 320,11,252.3,275.96
PC000228,3,Óleo hidráulico ISO VG 68,69,122.43,140.97
PC000228,4,Graxa de lítio EP2,194,110.73,122.61
PC000229,1,Haste de perfuração T45,1,445959.51,463989.75
PC000229,2,Compressor para perfuração,2,965536.49,923092.65
PC000229,3,"Bit de perfuração 4 1/2""",3,702393.22,794083.63
PC000229,4,Haste de perfuração T45,1,810458.6,799332.43
PC000229,5,Punho de perfuração,2,464982.89,526594.18
PC000230,1,Mandíbula fixa para britador,7,46828.38,43281.66
PC000230,2,Rolamento de britador,2,62114.57,55721.03
PC000230,3,Placa de desgaste do britador,5,24585.2,25418.31
PC000230,4,Placa de desgaste do britador,7,32905.5,31977.65
PC000231,1,Rolamento de britador,2,8333.08,8621.99
PC000232,1,Punho de perfuração,3,218648.28,216404.95
PC000232,2,Haste de perfuração T45,1,540031.26,501073.45
PC000232,3,Perfuratriz hidráulica de superfície,1,789796.48,859132.07
PC000232,4,"Bit de perfuração 4 1/2""",3,642129.8,587857.02
PC000232,5,Compressor para perfuração,2,229766.11,261401.96
PC000233,1,Cordel detonante 10g/m,112,339.72,370.86
PC000233,2,Booster 450g,286,415.91,464.0
PC000233,3,Espoleta eletrônica,376,159.5,164.29
PC000233,4,Emulsão explosiva bombeada,238,24.83,23.03
PC000234,1,Pneu OTR 27.00R49,4,51670.92,47081.72
PC000234,2,Protetor de pneu OTR,5,30505.83,34260.97
PC000234,3,Câmara de ar para pneu OTR,1,61375.88,58841.56
PC000234,4,Câmara de ar para pneu OTR,4,23680.28,21974.02
PC000235,1,Cone de britagem,3,39753.12,36832.72
PC000235,2,Mandíbula fixa para britador,7,56970.53,54615.96
PC000235,3,Placa de desgaste do britador,8,44151.48,46236.86
PC000236,1,Mandíbula fixa para britador,6,10970.91,10914.83
PC000236,2,Placa de desgaste do britador,4,52717.93,49969.39
PC000237,1,Luva de raspa de couro,474,286.17,321.96
PC000237,2,Capacete de segurança classe B,17,62.9,66.91
PC000237,3,Capacete de segurança classe B,243,218.71,217.04
PC000237,4,Luva de raspa de couro,68,182.73,178.02
PC000238,1,Óleo hidráulico ISO VG 68,59,721.63,693.7
PC000238,2,Óleo de motor 15W40,75,160.99,148.58
PC000238,3,Óleo hidráulico ISO VG 68,47,410.83,408.83
PC000239,1,Placa de desgaste do britador,5,32391.74,29643.56
PC000239,2,Rolamento de britador,3,19895.41,18720.33
PC000240,1,Raspador de correia primário,6,11602.65,11341.47
PC000240,2,Raspador de correia primário,2,17944.55,16044.64
PC000240,3,Correia transportadora EP630 3 lonas,4,12718.97,12409.08
PC000241,1,Luva de raspa de couro,353,301.76,323.55
PC000241,2,Óculos de segurança ampla visão,232,104.01,93.97
PC000242,1,Cordel detonante 10g/m,130,453.25,436.19
PC000243,1,Capacete de segurança classe B,202,282.8,312.85
PC000243,2,Luva de raspa de couro,465,141.48,157.07
PC000244,1,Compressor para perfuração,3,692212.48,716905.73
PC000245,1,Argamassa refratária,146,1866.7,2149.11
PC000245,2,Argamassa refratária,60,1562.27,1511.63
PC000245,3,Bloco refratário magnesiano,68,697.89,679.75
PC000245,4,Tijolo refratário sílico-aluminoso,43,2406.16,2291.29
PC000245,5,Argamassa refratária,15,2628.87,2478.88
PC000246,1,Frete rodoviário de minério,2,12618.43,14086.11
PC000246,2,Locação de caminhão fora de estrada,1,35954.67,40463.5
PC000246,3,Frete de cargas indivisíveis,5,6397.75,5855.42
PC000246,4,Frete rodoviário de minério,2,58883.97,64029.26
PC000247,1,Serviço de movimentação logística interna,5,71411.02,70944.39
PC000248,1,Bota de segurança com biqueira,373,255.24,272.56
PC000248,2,Respirador semifacial,68,250.73,229.97
PC000248,3,Protetor auricular tipo plug,117,275.8,265.59
PC000248,4,Protetor auricular tipo plug,267,233.84,240.64
PC000248,5,Respirador semifacial,241,176.86,174.29
PC000249,1,Frete rodoviário de minério,4,10175.53,10635.47
PC000249,2,Transporte de equipamento pesado,1,15874.0,16522.23
PC000250,1,Cone de britagem,8,28042.02,26028.41
PC000250,2,Eixo principal de britador,4,11587.66,11273.37
PC000250,3,Cone de britagem,6,26349.93,29407.97
PC000251,1,Bomba centrífuga multiestágio,3,51963.46,55775.57
PC000251,2,Selo mecânico para bomba de polpa,1,10707.14,12512.84
PC000251,3,"Válvula gaveta 12""",3,43141.29,50547.32
PC000252,1,"Válvula gaveta 12""",9,56126.88,50231.57
PC000252,2,Bomba de polpa 8/6,6,34867.39,32768.96
PC000253,1,Manutenção corretiva de bomba de polpa,3,68592.26,79433.05
PC000254,1,Serviço de solda especializada,1,21811.29,21033.68
PC000254,2,Reforma de redutor industrial,2,54758.43,56286.86
PC000254,3,Serviço de manutenção preventiva de britador,2,97075.17,94847.59
PC000254,4,Serviço de solda especializada,4,92565.53,82862.29
PC000255,1,Pneu OTR 27.00R49,2,72771.86,69549.39
PC000255,2,Pneu OTR 27.00R49,3,39496.41,42834.26
PC000255,3,Protetor de pneu OTR,2,78791.55,70405.44
PC000255,4,Protetor de pneu OTR,3,33002.39,29792.9
PC000256,1,Manta de revestimento de britador,2,8617.86,8344.18
PC000256,2,Manta de revestimento de britador,8,45671.14,44932.84
PC000256,3,Cone de britagem,7,25328.15,23052.08
PC000256,4,Mandíbula fixa para britador,5,34601.01,33693.23
PC000256,5,Rolamento de britador,3,23827.5,21659.21
PC000257,1,Tambor de acionamento,5,14027.18,13086.68
PC000258,1,Correia transportadora EP630 3 lonas,12,15312.19,15018.7
PC000258,2,Rolete de carga,3,9159.05,9012.51
PC000258,3,Tambor de acionamento,1,8773.27,7907.75
PC000258,4,Raspador de correia primário,1,9245.5,8311.62
PC000258,5,Rolete de carga,4,18881.45,19511.4
PC000259,1,Bota de segurança com biqueira,283,206.7,206.38
PC000260,1,Punho de perfuração,3,282884.83,327647.12
PC000260,2,Punho de perfuração,3,1075751.85,1011186.12
PC000261,1,Eixo principal de britador,6,21147.19,24201.82
PC000261,2,Mandíbula fixa para britador,6,14974.79,16954.77
PC000261,3,Cone de britagem,4,15906.3,14693.15
PC000261,4,Mandíbula fixa para britador,3,19875.79,18911.73
PC000262,1,Capacete de segurança classe B,70,299.85,318.72
PC000262,2,Bota de segurança com biqueira,396,36.97,41.0
PC000262,3,Luva de raspa de couro,471,76.68,76.41
PC000262,4,Protetor auricular tipo plug,443,238.1,263.2
PC000263,1,Eixo principal de britador,4,46154.36,45222.2
PC000263,2,Eixo principal de britador,1,55822.54,58626.16
PC000263,3,Mandíbula fixa para britador,8,28483.56,27056.08
PC000263,4,Eixo principal de britador,3,54022.72,51406.59
PC000263,5,Rolamento de britador,4,30295.06,29194.05
PC000264,1,Espoleta eletrônica,177,278.3,302.3
PC000265,1,Perfuratriz hidráulica de superfície,3,438625.28,491534.36
PC000265,2,Haste de perfuração T45,2,576446.13,570625.35
PC000265,3,Haste de perfuração T45,2,535152.85,528699.2
PC000265,4,Compressor para perfuração,1,464920.16,487355.19
PC000266,1,Compressor para perfuração,2,642672.69,612925.44
PC000266,2,"Bit de perfuração 4 1/2""",3,397444.19,392357.51
PC000266,3,Perfuratriz hidráulica de superfície,2,647235.24,636946.64
PC000266,4,Haste de perfuração T45,3,124140.25,139194.71
PC000267,1,Bloco refratário magnesiano,56,838.3,790.42
PC000267,2,Tijolo refratário sílico-aluminoso,92,2043.27,2038.95
PC000267,3,Argamassa refratária,115,2036.39,2209.9
PC000267,4,Massa de socaria refratária,118,1082.23,1192.37
PC000268,1,Rolamento de britador,8,34738.48,32747.37
PC000268,2,Cone de britagem,5,36220.62,33723.94
PC000268,3,Cone de britagem,5,24027.13,24665.1
PC000268,4,Placa de desgaste do britador,6,54696.83,50096.78
PC000268,5,Rolamento de britador,6,31097.74,27789.82
PC000269,1,Inversor de frequência 75kW,4,14368.06,15324.22
PC000269,2,Motor elétrico 250cv,22,43084.41,38878.91
PC000269,3,Inversor de frequência 75kW,1,35090.81,31378.94
PC000270,1,Manta de revestimento de britador,6,14231.16,16664.62
PC000270,2,Eixo principal de britador,8,41414.07,41043.1
PC000270,3,Rolamento de britador,4,19512.37,22942.49
PC000270,4,Eixo principal de britador,4,43963.9,40477.76
PC000270,5,Eixo principal de britador,2,35146.05,38776.96
PC000271,1,Bota de segurança com biqueira,349,178.73,192.66
PC000271,2,Capacete de segurança classe B,273,166.53,163.0
PC000271,3,Luva de raspa de couro,331,265.74,248.54
PC000271,4,Respirador semifacial,348,355.94,337.04
PC000272,1,Cone de britagem,8,13971.85,15682.67
PC000272,2,Placa de desgaste do britador,7,32540.76,29333.53
PC000272,3,Manta de revestimento de britador,4,49010.42,51990.28
PC000273,1,Mandíbula fixa para britador,8,39991.84,37110.9
PC000273,2,Cone de britagem,4,15413.81,16286.64
PC000273,3,Mandíbula fixa para britador,3,36775.16,41503.28
PC000273,4,Mandíbula fixa para britador,1,47522.97,52698.37
PC000274,1,Raspador de correia primário,2,15133.84,14917.87
PC000274,2,Correia transportadora EP630 3 lonas,9,7629.4,7417.49
PC000275,1,Fluido refrigerante concentrado,60,129.15,151.24
PC000275,2,Óleo de engrenagem ISO 320,109,262.08,247.52
PC000275,3,Graxa de lítio EP2,184,790.91,855.12
PC000275,4,Óleo de engrenagem ISO 320,76,829.11,794.5
PC000276,1,Placa de desgaste do britador,5,45693.31,41225.35
PC000276,2,Mandíbula fixa para britador,2,33039.23,35815.36
PC000276,3,Manta de revestimento de britador,7,58260.67,56230.38
PC000276,4,Placa de desgaste do britador,5,21021.75,18940.1
PC000276,5,Mandíbula fixa para britador,6,56352.0,53732.3
PC000277,1,Raspador de correia primário,3,18670.72,17914.33
PC000278,1,Câmara de ar para pneu OTR,6,29894.53,27798.64
PC000278,2,Pneu OTR 40.00R57,5,21836.56,23920.71
PC000278,3,Protetor de pneu OTR,5,69956.55,67374.24
PC000278,4,Câmara de ar para pneu OTR,6,24931.72,27612.71
PC000279,1,Perfuratriz hidráulica de superfície,1,1197644.79,1113885.83
PC000280,1,Perfuratriz hidráulica de superfície,1,1044913.07,1152996.81
PC000280,2,Compressor para perfuração,3,743454.05,668938.22
PC000281,1,Câmara de ar para pneu OTR,4,29345.58,27374.35
PC000281,2,Pneu OTR 40.00R57,6,70030.23,66757.58
PC000281,3,Pneu OTR 40.00R57,1,34992.89,38893.89
PC000281,4,Protetor de pneu OTR,3,60586.02,59969.02
PC000282,1,Protetor de pneu OTR,1,49909.1,58104.0
PC000283,1,Eixo principal de britador,7,22111.56,23730.38
PC000283,2,Cone de britagem,1,34920.97,38185.32
PC000283,3,Manta de revestimento de britador,8,13537.96,14859.82
PC000283,4,Cone de britagem,5,13560.29,14075.79
PC000283,5,Eixo principal de britador,6,48638.21,56164.33
PC000284,1,Óleo de engrenagem ISO 320,53,151.22,155.04
PC000285,1,Mandíbula fixa para britador,8,37134.34,33635.4
PC000285,2,Manta de revestimento de britador,6,13144.97,12866.05
PC000285,3,Mandíbula fixa para britador,5,38239.26,37288.86
PC000285,4,Placa de desgaste do britador,3,26099.1,29653.79
PC000285,5,Placa de desgaste do britador,2,48264.77,54143.12
PC000286,1,Pneu OTR 27.00R49,6,72993.2,65486.83
PC000286,2,Câmara de ar para pneu OTR,3,97844.8,87823.48
PC000286,3,Pneu OTR 40.00R57,6,98593.85,89987.12
PC000286,4,Pneu OTR 27.00R49,2,82877.74,80156.08
PC000287,1,Cone de britagem,1,45973.54,52321.98
PC000288,1,Cordel detonante 10g/m,77,208.0,223.12
PC000288,2,Estopim de segurança,260,258.88,273.92
PC000288,3,Cordel detonante 10g/m,226,67.92,65.05
PC000288,4,Booster 450g,232,349.63,382.84
PC000288,5,Booster 450g,356,146.53,143.85
PC000289,1,Rolamento de britador,3,41303.77,43584.32
PC000289,2,Eixo principal de britador,5,41698.75,37563.86
