id_leitura,id_ativo,data_hora,temperatura,vibracao,pressao,rpm
LE0004178,ATV006,2026-06-05 03:00:00,48.5,6.87,0.99,995
LE0004179,ATV006,2026-06-05 06:00:00,44.4,8.38,0.9,1008
LE0004180,ATV006,2026-06-05 09:00:00,45.9,6.74,0.99,1034
LE0004181,ATV006,2026-06-05 12:00:00,44.2,7.74,1.0,1020
LE0004182,ATV006,2026-06-05 15:00:00,47.5,7.81,1.08,1047
LE0004183,ATV006,2026-06-05 18:00:00,48.0,6.79,0.89,987
LE0004184,ATV006,2026-06-05 21:00:00,54.9,7.55,1.06,1034
LE0004185,ATV006,2026-06-06 00:00:00,47.7,6.82,1.01,984
LE0004186,ATV006,2026-06-06 03:00:00,48.0,8.54,1.07,1007
LE0004187,ATV006,2026-06-06 06:00:00,47.6,6.65,0.97,1015
LE0004188,ATV006,2026-06-06 09:00:00,46.6,7.01,0.91,990
LE0004189,ATV006,2026-06-06 12:00:00,47.2,6.58,0.91,1002
LE0004190,ATV006,2026-06-06 15:00:00,47.5,6.48,0.91,1018
LE0004191,ATV006,2026-06-06 18:00:00,52.0,8.69,1.03,986
LE0004192,ATV006,2026-06-06 21:00:00,52.2,7.91,1.1,1033
LE0004193,ATV006,2026-06-07 00:00:00,50.3,7.61,0.96,972
LE0004194,ATV006,2026-06-07 03:00:00,48.3,7.01,1.04,1039
LE0004195,ATV006,2026-06-07 06:00:00,45.5,8.18,0.89,1020
LE0004196,ATV006,2026-06-07 09:00:00,43.8,6.88,1.01,998
LE0004197,ATV006,2026-06-07 12:00:00,47.7,8.1,1.05,992
LE0004198,ATV006,2026-06-07 15:00:00,49.9,6.85,0.9,990
LE0004199,ATV006,2026-06-07 18:00:00,48.8,7.02,0.99,997
LE0004200,ATV006,2026-06-07 21:00:00,50.7,8.07,1.05,999
LE0004201,ATV006,2026-06-08 00:00:00,49.8,8.15,0.79,1025
LE0004202,ATV006,2026-06-08 03:00:00,48.0,7.95,1.09,1039
LE0004203,ATV006,2026-06-08 06:00:00,46.1,6.71,1.02,1004
LE0004204,ATV006,2026-06-08 09:00:00,46.5,7.16,1.05,983
LE0004205,ATV006,2026-06-08 12:00:00,44.9,7.62,0.97,989
LE0004206,ATV006,2026-06-08 15:00:00,46.8,6.86,0.88,996
LE0004207,ATV006,2026-06-08 18:00:00,51.8,8.53,1.04,979
LE0004208,ATV006,2026-06-08 21:00:00,50.2,5.7,0.99,976
LE0004209,ATV006,2026-06-09 00:00:00,48.2,6.92,1.0,1042
LE0004210,ATV006,2026-06-09 03:00:00,47.3,7.12,1.08,1006
LE0004211,ATV006,2026-06-09 06:00:00,45.5,5.37,1.05,983
LE0004212,ATV006,2026-06-09 09:00:00,47.4,6.45,1.13,1016
LE0004213,ATV006,2026-06-09 12:00:00,47.3,7.97,1.01,976
LE0004214,ATV006,2026-06-09 15:00:00,49.7,7.52,0.95,978
LE0004215,ATV006,2026-06-09 18:00:00,51.2,8.68,0.99,984
LE0004216,ATV006,2026-06-09 21:00:00,52.2,8.66,1.03,1033
LE0004217,ATV006,2026-06-10 00:00:00,49.0,7.82,1.07,995
LE0004218,ATV006,2026-06-10 03:00:00,47.7,7.73,0.9,951
LE0004219,ATV006,2026-06-10 06:00:00,44.5,7.55,1.0,1024
LE0004220,ATV006,2026-06-10 09:00:00,44.8,5.51,1.11,994
LE0004221,ATV006,2026-06-10 12:00:00,46.9,6.45,0.98,963
LE0004222,ATV006,2026-06-10 15:00:00,48.2,7.58,1.07,994
LE0004223,ATV006,2026-06-10 18:00:00,51.9,7.96,1.03,1010
LE0004224,ATV006,2026-06-10 21:00:00,49.2,7.72,1.07,1008
LE0004225,ATV006,2026-06-11 00:00:00,50.8,6.83,0.94,1036
LE0004226,ATV006,2026-06-11 03:00:00,46.2,8.2,0.94,983
LE0004227,ATV006,2026-06-11 06:00:00,46.1,8.61,1.0,1001
LE0004228,ATV006,2026-06-11 09:00:00,46.2,8.2,0.89,986
LE0004229,ATV006,2026-06-11 12:00:00,45.7,8.24,0.98,969
LE0004230,ATV006,2026-06-11 15:00:00,48.8,7.08,1.02,1018
LE0004231,ATV006,2026-06-11 18:00:00,48.7,8.31,1.12,1009
LE0004232,ATV006,2026-06-11 21:00:00,48.5,7.61,1.03,1006
LE0004233,ATV006,2026-06-12 00:00:00,50.8,7.88,1.04,1009
LE0004234,ATV006,2026-06-12 03:00:00,50.5,7.77,1.08,986
LE0004235,ATV006,2026-06-12 06:00:00,44.5,7.41,0.93,980
LE0004236,ATV006,2026-06-12 09:00:00,46.9,6.85,0.99,1001
LE0004237,ATV006,2026-06-12 12:00:00,46.0,7.44,1.17,1023
LE0004238,ATV006,2026-06-12 15:00:00,46.1,8.24,0.99,1032
LE0004239,ATV006,2026-06-12 18:00:00,48.4,7.17,1.08,1016
LE0004240,ATV006,2026-06-12 21:00:00,50.9,8.17,1.07,1001
LE0004241,ATV006,2026-06-13 00:00:00,49.5,8.05,0.9,1005
LE0004242,ATV006,2026-06-13 03:00:00,46.1,7.28,1.02,1000
LE0004243,ATV006,2026-06-13 06:00:00,43.5,8.54,1.01,979
LE0004244,ATV006,2026-06-13 09:00:00,43.9,7.23,1.02,1000
LE0004245,ATV006,2026-06-13 12:00:00,46.2,8.63,0.95,973
LE0004246,ATV006,2026-06-13 15:00:00,48.0,7.83,0.92,998
LE0004247,ATV006,2026-06-13 18:00:00,49.3,7.49,0.97,1033
LE0004248,ATV006,2026-06-13 21:00:00,51.2,6.83,0.99,1016
LE0004249,ATV006,2026-06-14 00:00:00,51.5,7.43,1.08,982
LE0004250,ATV006,2026-06-14 03:00:00,48.6,7.35,1.13,999
LE0004251,ATV006,2026-06-14 06:00:00,45.8,6.56,1.1,983
LE0004252,ATV006,2026-06-14 09:00:00,46.5,7.34,1.06,999
LE0004253,ATV006,2026-06-14 12:00:00,44.6,6.9,0.93,1021
LE0004254,ATV006,2026-06-14 15:00:00,47.7,7.94,0.97,1013
LE0004255,ATV006,2026-06-14 18:00:00,49.7,8.48,1.01,1050
LE0004256,ATV006,2026-06-14 21:00:00,49.1,6.58,0.96,1024
LE0004257,ATV006,2026-06-15 00:00:00,49.4,8.78,1.04,1004
LE0004258,ATV006,2026-06-15 03:00:00,45.0,7.4,1.05,1014
LE0004259,ATV006,2026-06-15 06:00:00,48.7,6.77,1.04,996
LE0004260,ATV006,2026-06-15 09:00:00,43.8,8.07,1.07,977
LE0004261,ATV006,2026-06-15 12:00:00,48.2,7.17,0.94,1026
LE0004262,ATV006,2026-06-15 15:00:00,48.1,7.44,1.07,1020
LE0004263,ATV006,2026-06-15 18:00:00,50.8,7.2,0.95,995
LE0004264,ATV006,2026-06-15 21:00:00,50.2,6.89,0.93,1005
LE0004265,ATV006,2026-06-16 00:00:00,50.3,8.04,1.04,1025
LE0004266,ATV006,2026-06-16 03:00:00,48.9,7.29,1.09,1017
LE0004267,ATV006,2026-06-16 06:00:00,46.9,6.42,1.03,971
LE0004268,ATV006,2026-06-16 09:00:00,46.2,7.91,1.0,1005
LE0004269,ATV006,2026-06-16 12:00:00,45.4,6.6,1.02,997
LE0004270,ATV006,2026-06-16 15:00:00,47.3,6.64,1.01,1022
LE0004271,ATV006,2026-06-16 18:00:00,47.7,8.39,0.92,1021
LE0004272,ATV006,2026-06-16 21:00:00,51.6,6.6,0.91,1026
LE0004273,ATV006,2026-06-17 00:00:00,51.6,5.76,0.99,978
LE0004274,ATV006,2026-06-17 03:00:00,50.3,7.97,1.01,984
LE0004275,ATV006,2026-06-17 06:00:00,46.4,7.27,1.0,1022
LE0004276,ATV006,2026-06-17 09:00:00,44.0,7.34,1.05,988
LE0004277,ATV006,2026-06-17 12:00:00,43.5,7.26,0.98,970
LE0004278,ATV006,2026-06-17 15:00:00,49.5,7.67,1.04,1011
LE0004279,ATV006,2026-06-17 18:00:00,47.4,6.94,0.99,989
LE0004280,ATV006,2026-06-17 21:00:00,50.4,8.61,1.13,1036
LE0004281,ATV006,2026-06-18 00:00:00,49.7,6.39,1.01,1006
LE0004282,ATV006,2026-06-18 03:00:00,47.9,7.83,1.16,1003
LE0004283,ATV006,2026-06-18 06:00:00,46.0,7.98,1.02,993
LE0004284,ATV006,2026-06-18 09:00:00,45.3,6.93,0.99,1032
LE0004285,ATV006,2026-06-18 12:00:00,42.5,6.73,0.94,1007
LE0004286,ATV006,2026-06-18 15:00:00,48.0,8.26,0.9,992
LE0004287,ATV006,2026-06-18 18:00:00,46.8,6.76,0.93,984
LE0004288,ATV006,2026-06-18 21:00:00,51.9,7.05,0.94,999
LE0004289,ATV006,2026-06-19 00:00:00,49.2,8.17,1.03,980
LE0004290,ATV006,2026-06-19 03:00:00,44.9,7.53,0.96,1021
LE0004291,ATV006,2026-06-19 06:00:00,44.8,6.15,1.01,964
LE0004292,ATV006,2026-06-19 09:00:00,44.3,8.81,1.09,997
LE0004293,ATV006,2026-06-19 12:00:00,47.7,7.1,0.99,1012
LE0004294,ATV006,2026-06-19 15:00:00,48.3,7.2,1.15,1007
LE0004295,ATV006,2026-06-19 18:00:00,50.5,7.69,0.92,986
LE0004296,ATV006,2026-06-19 21:00:00,52.6,7.97,0.99,1013
LE0004297,ATV006,2026-06-20 00:00:00,49.9,8.97,0.96,982
LE0004298,ATV006,2026-06-20 03:00:00,49.1,6.25,1.07,1000
LE0004299,ATV006,2026-06-20 06:00:00,46.9,8.12,0.84,1013
LE0004300,ATV006,2026-06-20 09:00:00,43.3,8.06,0.9,1009
LE0004301,ATV006,2026-06-20 12:00:00,48.1,7.4,0.99,986
LE0004302,ATV006,2026-06-20 15:00:00,46.0,8.09,1.11,1024
LE0004303,ATV006,2026-06-20 18:00:00,51.4,8.2,1.02,1002
LE0004304,ATV006,2026-06-20 21:00:00,48.7,6.46,0.91,1015
LE0004305,ATV006,2026-06-21 00:00:00,50.9,8.81,0.92,1031
LE0004306,ATV006,2026-06-21 03:00:00,50.7,6.33,1.12,1022
LE0004307,ATV006,2026-06-21 06:00:00,45.7,6.65,0.96,1022
LE0004308,ATV006,2026-06-21 09:00:00,44.8,7.3,0.93,1004
LE0004309,ATV006,2026-06-21 12:00:00,46.8,8.94,1.1,1016
LE0004310,ATV006,2026-06-21 15:00:00,47.5,7.27,1.07,1004
LE0004311,ATV006,2026-06-21 18:00:00,52.7,7.48,1.09,976
LE0004312,ATV006,2026-06-21 21:00:00,51.2,8.57,0.93,1006
LE0004313,ATV006,2026-06-22 00:00:00,49.6,7.27,0.89,1005
LE0004314,ATV006,2026-06-22 03:00:00,47.2,6.62,1.01,1012
LE0004315,ATV006,2026-06-22 06:00:00,44.6,7.19,1.02,997
LE0004316,ATV006,2026-06-22 09:00:00,44.2,8.53,1.03,985
LE0004317,ATV006,2026-06-22 12:00:00,45.5,7.55,1.1,1013
LE0004318,ATV006,2026-06-22 15:00:00,47.3,8.95,0.88,974
LE0004319,ATV006,2026-06-22 18:00:00,49.1,8.05,1.06,1029
LE0004320,ATV006,2026-06-22 21:00:00,53.9,7.02,0.92,995
LE0004801,ATV007,2026-05-24 00:00:00,69.7,5.14,2.42,17
LE0004802,ATV007,2026-05-24 03:00:00,68.0,5.9,2.59,18
LE0004803,ATV007,2026-05-24 06:00:00,66.6,4.95,2.43,17
LE0004804,ATV007,2026-05-24 09:00:00,67.0,5.67,2.52,18
LE0004805,ATV007,2026-05-24 12:00:00,67.0,5.44,2.53,18
LE0004806,ATV007,2026-05-24 15:00:00,66.5,5.37,2.44,18
LE0004807,ATV007,2026-05-24 18:00:00,71.6,3.99,2.51,18
LE0004808,ATV007,2026-05-24 21:00:00,72.2,5.46,2.43,17
LE0004809,ATV007,2026-05-25 00:00:00,68.2,4.94,2.43,18
LE0004810,ATV007,2026-05-25 03:00:00,68.8,4.78,2.69,18
LE0004811,ATV007,2026-05-25 06:00:00,68.9,4.26,2.53,18
LE0004812,ATV007,2026-05-25 09:00:00,64.0,5.0,2.56,18
LE0004813,ATV007,2026-05-25 12:00:00,61.9,5.02,2.24,18
LE0004814,ATV007,2026-05-25 15:00:00,68.1,4.35,2.57,18
LE0004815,ATV007,2026-05-25 18:00:00,68.4,4.26,2.59,18
LE0004816,ATV007,2026-05-25 21:00:00,73.8,5.24,2.43,18
LE0004817,ATV007,2026-05-26 00:00:00,72.0,5.44,2.86,17
LE0004818,ATV007,2026-05-26 03:00:00,67.7,5.1,2.1,19
LE0004819,ATV007,2026-05-26 06:00:00,64.4,5.58,2.64,18
LE0004820,ATV007,2026-05-26 09:00:00,63.5,4.96,2.62,18
LE0004821,ATV007,2026-05-26 12:00:00,65.1,4.97,2.59,18
LE0004822,ATV007,2026-05-26 15:00:00,66.4,4.54,2.53,18
LE0004823,ATV007,2026-05-26 18:00:00,68.1,4.22,2.6,18
LE0004824,ATV007,2026-05-26 21:00:00,74.4,5.93,2.65,18
LE0004825,ATV007,2026-05-27 00:00:00,70.1,5.57,2.37,19
LE0004826,ATV007,2026-05-27 03:00:00,68.3,4.3,2.55,18
LE0004827,ATV007,2026-05-27 06:00:00,65.7,5.08,2.47,18
LE0004828,ATV007,2026-05-27 09:00:00,64.6,4.95,2.31,18
LE0004829,ATV007,2026-05-27 12:00:00,62.7,4.86,2.63,18
LE0004830,ATV007,2026-05-27 15:00:00,64.6,4.8,2.4,18
LE0004831,ATV007,2026-05-27 18:00:00,69.7,5.19,2.24,18
LE0004832,ATV007,2026-05-27 21:00:00,72.9,5.41,2.41,18
LE0004833,ATV007,2026-05-28 00:00:00,69.4,5.2,2.36,18
LE0004834,ATV007,2026-05-28 03:00:00,67.3,4.94,2.68,18
LE0004835,ATV007,2026-05-28 06:00:00,69.5,4.92,2.53,18
LE0004836,ATV007,2026-05-28 09:00:00,60.2,5.47,2.74,18
LE0004837,ATV007,2026-05-28 12:00:00,63.6,5.23,2.38,18
LE0004838,ATV007,2026-05-28 15:00:00,71.9,5.04,2.65,17
LE0004839,ATV007,2026-05-28 18:00:00,70.8,4.98,3.0,19
LE0004840,ATV007,2026-05-28 21:00:00,70.6,5.17,2.56,18
LE0004841,ATV007,2026-05-29 00:00:00,73.3,4.77,2.65,18
LE0004842,ATV007,2026-05-29 03:00:00,68.1,5.41,2.62,18
LE0004843,ATV007,2026-05-29 06:00:00,64.4,4.46,2.25,17
LE0004844,ATV007,2026-05-29 09:00:00,64.3,4.79,2.6,18
LE0004845,ATV007,2026-05-29 12:00:00,63.8,5.31,2.55,18
LE0004846,ATV007,2026-05-29 15:00:00,65.9,4.43,2.45,18
LE0004847,ATV007,2026-05-29 18:00:00,70.7,4.21,2.35,18
LE0004848,ATV007,2026-05-29 21:00:00,70.0,5.03,2.62,18
LE0004849,ATV007,2026-05-30 00:00:00,70.9,4.15,2.33,18
LE0004850,ATV007,2026-05-30 03:00:00,68.7,4.35,2.87,18
LE0004851,ATV007,2026-05-30 06:00:00,66.9,5.38,2.52,18
LE0004852,ATV007,2026-05-30 09:00:00,66.2,4.9,2.29,18
LE0004853,ATV007,2026-05-30 12:00:00,64.3,5.64,2.41,18
LE0004854,ATV007,2026-05-30 15:00:00,69.0,4.4,2.45,18
LE0004855,ATV007,2026-05-30 18:00:00,71.9,4.95,2.92,18
LE0004856,ATV007,2026-05-30 21:00:00,72.7,5.2,2.35,18
LE0004857,ATV007,2026-05-31 00:00:00,69.9,4.41,2.48,18
LE0004858,ATV007,2026-05-31 03:00:00,65.9,5.52,2.41,18
LE0004859,ATV007,2026-05-31 06:00:00,66.2,5.27,2.59,18
LE0004860,ATV007,2026-05-31 09:00:00,60.6,4.23,2.41,18
LE0004861,ATV007,2026-05-31 12:00:00,64.8,5.03,2.3,18
LE0004862,ATV007,2026-05-31 15:00:00,63.1,5.26,2.47,18
LE0004863,ATV007,2026-05-31 18:00:00,68.6,4.79,2.45,18
LE0004864,ATV007,2026-05-31 21:00:00,70.8,4.37,2.4,18
LE0004865,ATV007,2026-06-01 00:00:00,73.8,5.27,2.41,18
LE0004866,ATV007,2026-06-01 03:00:00,70.2,6.27,2.72,18
LE0004867,ATV007,2026-06-01 06:00:00,64.9,5.0,2.46,18
LE0004868,ATV007,2026-06-01 09:00:00,66.4,6.0,2.32,18
LE0004869,ATV007,2026-06-01 12:00:00,68.1,4.87,2.44,19
LE0004870,ATV007,2026-06-01 15:00:00,69.0,5.39,2.53,18
LE0004871,ATV007,2026-06-01 18:00:00,69.5,5.7,2.29,18
LE0004872,ATV007,2026-06-01 21:00:00,73.3,5.34,2.81,18
LE0004873,ATV007,2026-06-02 00:00:00,72.5,5.24,2.68,18
LE0004874,ATV007,2026-06-02 03:00:00,67.5,5.78,2.78,18
LE0004875,ATV007,2026-06-02 06:00:00,68.0,6.4,2.6,18
LE0004876,ATV007,2026-06-02 09:00:00,66.8,5.65,2.17,18
LE0004877,ATV007,2026-06-02 12:00:00,68.5,5.28,2.8,18
LE0004878,ATV007,2026-06-02 15:00:00,71.3,5.48,2.39,18
LE0004879,ATV007,2026-06-02 18:00:00,75.3,6.88,2.4,19
LE0004880,ATV007,2026-06-02 21:00:00,74.8,5.73,2.57,17
LE0004881,ATV007,2026-06-03 00:00:00,74.6,5.41,2.79,18
LE0004882,ATV007,2026-06-03 03:00:00,70.7,5.18,2.73,18
LE0004883,ATV007,2026-06-03 06:00:00,67.6,4.88,2.71,18
LE0004884,ATV007,2026-06-03 09:00:00,70.6,6.02,2.5,18
LE0004885,ATV007,2026-06-03 12:00:00,65.1,6.22,2.5,17
LE0004886,ATV007,2026-06-03 15:00:00,74.2,5.74,2.62,18
LE0004887,ATV007,2026-06-03 18:00:00,74.2,5.98,2.54,17
LE0004888,ATV007,2026-06-03 21:00:00,75.4,5.45,2.72,18
LE0004889,ATV007,2026-06-04 00:00:00,76.5,6.15,2.72,18
LE0004890,ATV007,2026-06-04 03:00:00,70.3,6.38,2.68,19
LE0004891,ATV007,2026-06-04 06:00:00,69.0,5.92,2.14,18
LE0004892,ATV007,2026-06-04 09:00:00,68.0,7.09,2.6,18
LE0004893,ATV007,2026-06-04 12:00:00,70.7,5.88,2.57,18
LE0004894,ATV007,2026-06-04 15:00:00,72.7,6.49,2.62,17
LE0004895,ATV007,2026-06-04 18:00:00,80.7,6.83,2.46,18
LE0004896,ATV007,2026-06-04 21:00:00,82.6,6.42,2.37,18
LE0004897,ATV007,2026-06-05 00:00:00,73.8,6.42,2.68,17
LE0004898,ATV007,2026-06-05 03:00:00,76.5,5.86,2.54,17
LE0004899,ATV007,2026-06-05 06:00:00,74.5,7.31,2.71,17
LE0004900,ATV007,2026-06-05 09:00:00,72.9,6.61,2.5,18
LE0004901,ATV007,2026-06-05 12:00:00,72.0,7.02,2.86,19
LE0004902,ATV007,2026-06-05 15:00:00,76.0,7.15,2.8,18
LE0004903,ATV007,2026-06-05 18:00:00,78.1,6.56,2.68,18
LE0004904,ATV007,2026-06-05 21:00:00,80.3,6.83,2.59,18
LE0004905,ATV007,2026-06-06 00:00:00,77.7,7.66,2.78,17
LE0004906,ATV007,2026-06-06 03:00:00,77.4,6.5,2.71,18
LE0004907,ATV007,2026-06-06 06:00:00,72.0,8.19,2.68,18
LE0004908,ATV007,2026-06-06 09:00:00,73.7,6.81,2.83,17
LE0004909,ATV007,2026-06-06 12:00:00,73.1,6.66,2.9,18
LE0004910,ATV007,2026-06-06 15:00:00,79.2,7.38,2.43,17
LE0004911,ATV007,2026-06-06 18:00:00,80.6,8.48,2.47,17
LE0004912,ATV007,2026-06-06 21:00:00,84.1,6.49,2.53,18
LE0004913,ATV007,2026-06-07 00:00:00,84.8,7.44,2.4,17
LE0004914,ATV007,2026-06-07 03:00:00,83.3,7.82,2.66,18
LE0004915,ATV007,2026-06-07 06:00:00,72.3,7.67,2.78,18
LE0004916,ATV007,2026-06-07 09:00:00,74.9,7.91,2.68,18
LE0004917,ATV007,2026-06-07 12:00:00,77.5,7.43,2.59,18
LE0004918,ATV007,2026-06-07 15:00:00,82.3,7.56,2.89,18
LE0004919,ATV007,2026-06-07 18:00:00,81.2,7.85,2.72,18
LE0004920,ATV007,2026-06-07 21:00:00,84.1,7.43,2.76,17
LE0004921,ATV007,2026-06-08 00:00:00,85.5,8.05,2.91,17
LE0004922,ATV007,2026-06-08 03:00:00,82.9,7.95,2.69,17
LE0004923,ATV007,2026-06-08 06:00:00,80.9,7.98,3.07,17
LE0004924,ATV007,2026-06-08 09:00:00,80.2,8.45,2.64,17
LE0004925,ATV007,2026-06-08 12:00:00,81.5,7.45,3.07,17
LE0004926,ATV007,2026-06-08 15:00:00,84.5,8.32,2.56,18
LE0004927,ATV007,2026-06-08 18:00:00,87.4,9.67,2.82,17
LE0004928,ATV007,2026-06-08 21:00:00,90.2,8.05,2.63,17
LE0004929,ATV007,2026-06-09 00:00:00,83.4,9.31,2.94,18
LE0004930,ATV007,2026-06-09 03:00:00,88.6,8.77,2.66,17
LE0004931,ATV007,2026-06-09 06:00:00,78.5,8.52,2.8,17
LE0004932,ATV007,2026-06-09 09:00:00,79.9,8.24,2.65,17
LE0004933,ATV007,2026-06-09 12:00:00,83.2,9.04,2.93,17
LE0004934,ATV007,2026-06-09 15:00:00,88.3,9.78,2.65,17
LE0004935,ATV007,2026-06-09 18:00:00,84.1,8.94,3.07,18
LE0004936,ATV007,2026-06-09 21:00:00,91.7,9.17,2.61,18
LE0004937,ATV007,2026-06-10 00:00:00,92.6,9.8,2.55,18
LE0004938,ATV007,2026-06-10 03:00:00,90.5,9.54,2.96,18
LE0004939,ATV007,2026-06-10 06:00:00,84.5,8.67,2.69,18
LE0004940,ATV007,2026-06-10 09:00:00,84.5,9.59,2.8,17
LE0004941,ATV007,2026-06-10 12:00:00,85.4,10.37,2.75,17
LE0004942,ATV007,2026-06-10 15:00:00,89.2,9.68,2.58,17
LE0004943,ATV007,2026-06-10 18:00:00,91.1,8.41,2.8,17
LE0004944,ATV007,2026-06-10 21:00:00,93.0,10.06,3.04,17
LE0004945,ATV007,2026-06-11 00:00:00,94.9,9.85,3.0,17
LE0004946,ATV007,2026-06-11 03:00:00,91.8,9.12,2.88,17
LE0004947,ATV007,2026-06-11 06:00:00,90.0,9.28,3.04,17
LE0004948,ATV007,2026-06-11 09:00:00,88.7,10.7,2.66,17
LE0004949,ATV007,2026-06-11 12:00:00,91.3,9.93,2.79,17
LE0004950,ATV007,2026-06-11 15:00:00,94.9,9.93,2.93,17
LE0004951,ATV007,2026-06-11 18:00:00,92.9,10.45,2.84,17
LE0004952,ATV007,2026-06-11 21:00:00,96.3,10.23,2.83,17
LE0004953,ATV007,2026-06-12 00:00:00,96.8,10.69,2.66,17
LE0004954,ATV007,2026-06-12 03:00:00,68.0,4.9,2.14,18
LE0004955,ATV007,2026-06-12 06:00:00,63.7,4.4,2.64,18
LE0004956,ATV007,2026-06-12 09:00:00,65.8,4.74,2.54,18
LE0004957,ATV007,2026-06-12 12:00:00,69.2,5.22,2.66,18
LE0004958,ATV007,2026-06-12 15:00:00,68.4,5.02,2.42,18
LE0004959,ATV007,2026-06-12 18:00:00,71.1,4.96,2.38,18
LE0004960,ATV007,2026-06-12 21:00:00,73.8,5.97,2.5,18
LE0004961,ATV007,2026-06-13 00:00:00,67.1,5.37,2.65,18
LE0004962,ATV007,2026-06-13 03:00:00,68.1,5.43,2.46,18
LE0004963,ATV007,2026-06-13 06:00:00,67.1,4.92,2.64,17
LE0004964,ATV007,2026-06-13 09:00:00,62.6,5.11,2.32,18
LE0004965,ATV007,2026-06-13 12:00:00,62.6,4.78,2.47,19
LE0004966,ATV007,2026-06-13 15:00:00,67.6,5.39,2.49,18
LE0004967,ATV007,2026-06-13 18:00:00,70.8,4.94,2.71,18
LE0004968,ATV007,2026-06-13 21:00:00,70.2,5.11,2.54,18
LE0004969,ATV007,2026-06-14 00:00:00,75.2,5.08,2.81,18
LE0004970,ATV007,2026-06-14 03:00:00,67.0,4.99,2.26,18
LE0004971,ATV007,2026-06-14 06:00:00,62.8,6.47,2.52,18
LE0004972,ATV007,2026-06-14 09:00:00,63.7,4.67,2.53,18
LE0004973,ATV007,2026-06-14 12:00:00,67.0,4.66,2.61,18
LE0004974,ATV007,2026-06-14 15:00:00,68.0,5.35,2.36,18
LE0004975,ATV007,2026-06-14 18:00:00,71.9,4.7,2.79,18
LE0004976,ATV007,2026-06-14 21:00:00,70.3,4.85,2.5,18
LE0004977,ATV007,2026-06-15 00:00:00,73.9,4.46,2.31,18
LE0004978,ATV007,2026-06-15 03:00:00,69.1,5.25,2.5,19
LE0004979,ATV007,2026-06-15 06:00:00,67.3,5.25,2.45,17
LE0004980,ATV007,2026-06-15 09:00:00,64.7,4.84,2.99,18
LE0004981,ATV007,2026-06-15 12:00:00,66.8,5.36,2.68,17
LE0004982,ATV007,2026-06-15 15:00:00,66.2,4.07,2.51,18
LE0004983,ATV007,2026-06-15 18:00:00,69.9,4.65,2.48,19
LE0004984,ATV007,2026-06-15 21:00:00,74.8,4.92,2.67,18
LE0004985,ATV007,2026-06-16 00:00:00,74.1,4.41,2.67,18
LE0004986,ATV007,2026-06-16 03:00:00,65.7,4.13,1.99,18
LE0004987,ATV007,2026-06-16 06:00:00,65.6,4.85,2.61,18
LE0004988,ATV007,2026-06-16 09:00:00,63.0,5.35,2.5,18
LE0004989,ATV007,2026-06-16 12:00:00,63.7,5.64,2.27,18
LE0004990,ATV007,2026-06-16 15:00:00,68.6,4.73,2.65,18
LE0004991,ATV007,2026-06-16 18:00:00,73.2,5.37,2.89,17
LE0004992,ATV007,2026-06-16 21:00:00,73.0,5.32,2.6,18
LE0004993,ATV007,2026-06-17 00:00:00,70.2,5.61,2.69,18
LE0004994,ATV007,2026-06-17 03:00:00,69.1,4.82,2.82,18
LE0004995,ATV007,2026-06-17 06:00:00,64.4,4.1,2.35,18
LE0004996,ATV007,2026-06-17 09:00:00,64.8,5.04,2.17,18
LE0004997,ATV007,2026-06-17 12:00:00,68.0,4.49,2.61,18
LE0004998,ATV007,2026-06-17 15:00:00,63.8,4.64,2.46,18
LE0004999,ATV007,2026-06-17 18:00:00,72.5,4.85,2.26,18
LE0005000,ATV007,2026-06-17 21:00:00,68.9,4.83,2.49,18
LE0005001,ATV007,2026-06-18 00:00:00,73.4,5.07,2.63,18
LE0005002,ATV007,2026-06-18 03:00:00,66.7,5.35,2.47,18
LE0005003,ATV007,2026-06-18 06:00:00,62.6,4.82,2.36,19
LE0005004,ATV007,2026-06-18 09:00:00,65.3,5.2,2.46,18
LE0005005,ATV007,2026-06-18 12:00:00,65.9,5.01,2.5,18
LE0005006,ATV007,2026-06-18 15:00:00,66.0,5.47,2.16,19
LE0005007,ATV007,2026-06-18 18:00:00,68.3,4.91,2.48,19
LE0005008,ATV007,2026-06-18 21:00:00,71.7,4.96,2.26,18
LE0005009,ATV007,2026-06-19 00:00:00,68.4,4.81,2.62,19
LE0005010,ATV007,2026-06-19 03:00:00,65.8,4.92,2.23,18
LE0005011,ATV007,2026-06-19 06:00:00,65.4,4.61,2.68,18
LE0005012,ATV007,2026-06-19 09:00:00,61.9,4.56,2.43,19
LE0005013,ATV007,2026-06-19 12:00:00,66.0,5.39,2.4,18
LE0005014,ATV007,2026-06-19 15:00:00,71.0,4.46,2.55,18
LE0005015,ATV007,2026-06-19 18:00:00,70.6,4.84,2.35,18
LE0005016,ATV007,2026-06-19 21:00:00,72.3,5.51,2.55,18
LE0005017,ATV007,2026-06-20 00:00:00,75.0,4.82,2.37,18
LE0005018,ATV007,2026-06-20 03:00:00,65.6,5.41,2.4,19
LE0005019,ATV007,2026-06-20 06:00:00,67.5,4.7,2.57,18
LE0005020,ATV007,2026-06-20 09:00:00,66.1,4.47,2.3,18
LE0005021,ATV007,2026-06-20 12:00:00,66.9,4.2,2.28,18
LE0005022,ATV007,2026-06-20 15:00:00,70.6,5.66,2.54,18
